인증분야명,업체명,주소,전화
안심식육판매소,농협안심축산물전문점,서울특별시 강북구 노해로17길 42,02-945-8249
위생등급제,망우찜쌈밥 1호점,서울특별시 중랑구 용마공원로2길 7 (망우동),02-438-0890
위생등급제,망우찜쌈밥 본점,서울특별시 중랑구 용마공원로2길 8 (망우동),02-437-0175
위생등급제,성북종로학원식당,서울특별시 성북구 개운사길 35 (안암동5가지하1층),02-953-2101
먹을만큼적당히,양미식당,서울특별시 중랑구 용마산로115길 92 (망우동),02-492-7856
먹을만큼적당히,산 오징어집,서울특별시 중랑구 용마산로115길 31 (망우동),02-491-2274
위생등급제,섬진강유황오리,서울특별시 중랑구 용마산로116길 6 (망우동),02-433-5292
채식메뉴음식점,상해 손칼국수,서울특별시 성북구 장월로1길 112 (하월곡동),02-917-7813
트랜스지방 안심제과점,파리바게트 장안2동점,서울특별시 동대문구 장한로32길 17 (장안동1층),02-923-6579
위생등급제,장위동유성집,서울특별시 중랑구 동일로 834 (중화동283-14),02-3661-9807
위생등급제,서울수산물회센타,서울특별시 중랑구 동일로 946,02-948-9881
위생등급제,지호한방삼계탕,서울특별시 중랑구 동일로 900 (묵동),02-974-7999
먹을만큼적당히,장수 닭한마리 손칼국수,서울특별시 중랑구 면목로 254-1 (면목동),02-432-8065
위생등급제,볏집삼겹살,서울특별시 중랑구 면목로 302 (면목동),02-434-7100
먹을만큼적당히,옛골토성(상봉점),서울특별시 중랑구 면목로 494 (상봉동),02-433-4276
먹을만큼적당히,대가순대국,서울특별시 중랑구 용마산로 538 (망우동),02-436-0185
위생등급제,가야촌오리랑돼지랑,서울특별시 중랑구 겸재로 187 (면목동),02-492-9252
안심식육판매소,정남진 장흥한우,서울특별시 중랑구 겸재로 217-14,02-438-6360
위생등급제,개성숯불갈비,서울특별시 중랑구 겸재로 261 (망우동526-2),02-493-7833
위생등급제,고기풍년,서울특별시 중랑구 망우로 186 (상봉동1층),02-438-2192
위생등급제,정애,서울특별시 동대문구 한천로24길  74-1,02-3394-9222
위생등급제,한우천국 망우점,서울특별시 중랑구 망우로 438 (망우동),02-432-1992
위생등급제,일품정,서울특별시 중랑구 사가정로 347 ,02-434-5599
위생등급제,할매복집,서울특별시 중랑구 공릉로 82,02-0979-7606
위생등급제,송정게장,서울특별시 중랑구 상봉로 90 1층 (망우동),02-2209-5335
안심식육판매소,(주)지에스리테일 동소문점,서울특별시 성북구 성북로4길 52 스카이프라자 4층,02-3479-7757
위생등급제,안동할매청국장,서울특별시 성북구 성북로5길 9-3 (성북동1가(1층)),02-743-8104
위생등급제,탐주골,서울특별시 동대문구 천호대로 15-7 (신설동),02-925-4483
위생등급제,샤브미신내점,서울특별시 중랑구 신내로 201 홈플러스서울신내점,02-3422-4241
트랜스지방 안심제과점,파리바게뜨(봉화산역점),서울특별시 중랑구 신내로 211 (신내동 금강리빙스텔 145146147호),02-3421-0061
트랜스지방 안심제과점,빵굼터,서울특별시 동대문구 천호대로 231 (답십리동(천호대로65)),02-2212-6584
먹을만큼적당히,왕십리참나무장작구이,서울특별시 성동구 무학봉28길 11 (행당동(1층)),02-2293-5579
위생등급제,화평동왕냉면황제갈비,서울특별시 성동구 무학봉28길 20 (행당동(지상1층)),02-2281-6285
위생등급제,용두쭈꾸미,서울특별시 동대문구 답십리로 66 (전농동),02-2213-9491
먹을만큼적당히,본도시락 장안점,서울특별시 동대문구 답십리로 269 1층 103호 (장안동 화성빌딩),02-3390-4282
저염실천음식점,조영환의대양한방숯불갈비,서울특별시 동대문구 고산자로 399 (용두동동양프라자 204호~208호),02-964-9595
위생등급제,완산골,서울특별시 동대문구 무학로 119-1 (용두동(무학로 82-1)),02-953-9293
저염실천음식점,채선당 답십리점,서울특별시 동대문구 사가정로 6,02-2242-2001
위생등급제,신토불이,서울특별시 동대문구 사가정로 278,02-2212-5292
안심떡집,떡수레,서울특별시 동대문구 사가정로 222 (장안동),02-2215-9797
위생등급제,장생칼국수,서울특별시 동대문구 경희대로 24 (회기동경희의료원 제2주차장 1층),02-969-3856
위생등급제,해남으로,서울특별시 동대문구 홍릉로17길  6 1층,02-965-6011
먹을만큼적당히,남원추어탕,서울특별시 중랑구 면목로39길 32 (면목동),02-435-8398
먹을만큼적당히,사가정갈비,서울특별시 중랑구 면목로39길 18 1층 (면목동),02-496-7648
저염실천음식점,옛터식당,서울특별시 중랑구 중랑천로10길 63-3 (상봉동),02-439-3977
저염실천음식점,옛가 칼국수,서울특별시 중랑구 중랑천로10길 39 (상봉동),02-492-1555
위생등급제,소문난손칼국수,서울특별시 동대문구 장한로 42 1층 (장안동),02-2243-2480
저염실천음식점,남원추어탕(다두락),서울특별시 동대문구 회기로 160-1 1~2층 (회기동),02-437-8900
먹을만큼적당히,장성생태탕,서울특별시 광진구 자양로18길 12-6 (구의동),02-444-4690
위생등급제,화로구이,서울특별시 강북구 한천로  948,02-999-9946
저염실천음식점,궁전기사식당,서울특별시 강북구 한천로 1159 (수유동),02-907-8178
저염실천음식점,태백숯불갈비,서울특별시 강북구 한천로 1072,02-990-4176
위생등급제,궁전기사식당,서울특별시 강북구 한천로 1159 (수유동),02-907-8178
저염실천음식점,쿠우쿠우,서울특별시 강북구 도봉로 323 (수유동),02-993-6274
먹을만큼적당히,향촌칼국수,서울특별시 중랑구 면목로55길 6 (면목동),02-436-1491
트랜스지방 안심제과점,파리바게뜨,서울특별시 동대문구 천장산로7길 4 (이문동),02-965-0310
위생등급제,OK 능이마을,서울특별시 강북구 솔샘로 330 (미아동(솔샘길 7)),02-984-5300
위생등급제,목포해물나라,서울특별시 강북구 노해로 90 (수유동),02-900-8875
위생등급제,꿈의숲 메이린,서울특별시 강북구 월계로 173,02-2289-5450
위생등급제,석림족발,서울특별시 강북구 삼각산로 106 (수유동),02-900-4100
위생등급제,쌈향,서울특별시 강북구 오현로 193 2층 (번동 한성빌딩),02-980-0052
위생등급제,거산프라자다원,서울특별시 성북구 종암로 18 (종암동),02-911-0347
위생등급제,선창연가,서울특별시 성북구 동소문로23길 7,02-929-4994
먹을만큼적당히,유성집,서울특별시 도봉구 도봉로180나길 56 (도봉동),02-955-0550
저염실천음식점,명문식당,서울특별시 노원구 동일로217가길  27 1층,02-936-2651
저염실천음식점,돈통마늘보쌈,서울특별시 도봉구 방학로 210 (방학동신동아타워@상가 1층 4호),02-3288-3388
먹을만큼적당히,북한산장어명가,서울특별시 도봉구 방학로 312 (방학동),02-3491-5555
트랜스지방 안심제과점,파리바게뜨쌍문신원점,서울특별시 도봉구 해등로 190 (쌍문동신원프라자 106107105155호),02-992-8204
위생등급제,원조의정부부대찌게,서울특별시 도봉구 해등로 156,02-999-4466
위생등급제,동해어랑,서울특별시 도봉구 마들로 556-6 나동 12층 (창동),02-906-8080
위생등급제,처음처럼,서울특별시 마포구 마포대로 214 (아현동 105 106호),02-313-6992
위생등급제,(주)진미서산게장,서울특별시 마포구 마포대로 186-6 (공덕동1층),02-3211-4468
트랜스지방 안심제과점,파리바게트 마포역점,서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 1층114호),02-712-5150
위생등급제,이룸웨딩컨벤션,서울특별시 마포구 마포대로 78 20층 (도화동 경찰공제회 자람빌딩),02-714-2121
위생등급제,삼성웰스토리(주)일진빌딩,서울특별시 마포구 마포대로 45 (도화동 일진빌딩 지하1층),02-3275-2301
위생등급제,(주)현래장,서울특별시 마포구 마포대로 20 (마포동),02-712-0730
위생등급제,(주)탑클라우드코퍼레이션 탑클라우드23,서울특별시 마포구 백범로 192 (공덕동 에스오일빌딩 23층),02-3217-2323
위생등급제,본가아구찜,서울특별시 강북구 도봉로67길 7 (미아동(지상2층)),02-983-2659
먹을만큼적당히,본도시락(공릉점),서울특별시 노원구 공릉로46길 18 103호 (공릉동 47 윤탁노블레스),02-935-1189
위생등급제,채선당(월계점),서울특별시 노원구 초안산로5길 12 205206호 (월계동 월계프라자),02-905-8380
위생등급제,춘자보쌈,서울특별시 은평구 연서로29길 22-15 1층 (갈현동),02-354-9909
채식메뉴음식점,콩사랑,서울특별시 도봉구 도봉산4길 10 (도봉동),02-3492-5182
안심식육판매소,(주)농협유통 창동농산물 종합유통센터,서울특별시 도봉구 마들로11길 20 (창동),02-902-8204
위생등급제,태림산채정식,서울특별시 도봉구 노해로60길 32 (쌍문동),02-998-4568
먹을만큼적당히,남원골,서울특별시 마포구 월드컵북로44길 68 (상암동 1층 3호 일부),02-713-8511
저염실천음식점,원당감자탕,서울특별시 마포구 월드컵북로56길 9 1층103동 (상암동),02-6323-6323
먹을만큼적당히,삼미삼계탕,서울특별시 마포구 월드컵북로56길 9 (상암동(주)우리기술사옥 3층 301호 302호),02-3142-1616
채식전문음식점,산도토리임자탕,서울특별시 도봉구 덕릉로60길 13 (창동),02-903-9928
위생등급제,우성식당,서울특별시 강북구 도봉로82길 22 (번동(지상12층)),02-908-7890
저염실천음식점,놀부 수유점,서울특별시 강북구 도봉로87길 9 (수유동),02-999-5593
위생등급제,춘천집,서울특별시 강북구 도봉로87길 28 (수유동(장수길 20)(지상12층)),02-998-8512
저염실천음식점,부잣집설렁탕,서울특별시 강북구 도봉로8길 9 (미아동(하천길 5)),02-982-9944
위생등급제,원유황오리,서울특별시 노원구 공릉로70길  8-3 1층,02-973-5913
먹을만큼적당히,신촌홍어집,서울특별시 마포구 매봉산로2길 19-6 (상암동 1층),02-323-1694
위생등급제,천객가,서울특별시 노원구 동일로242가길 22 (상계동),02-938-9313
먹을만큼적당히,수락산할매집,서울특별시 노원구 동일로242길 109 (상계동),02-951-1507
위생등급제,어글리스토브 서울노원역점,서울특별시 노원구 노해로81길 12-21 (상계동 301호),070 33775581
채식메뉴음식점,씨제이푸드빌(주) 빕스 불광역점,서울특별시 은평구 통일로 760 지상2층 (불광동),02-358-8997
위생등급제,청정옥,서울특별시 은평구 가좌로 204 2층 (응암동),02-389-7900
저염실천음식점,상하이 문,서울특별시 은평구 응암로 247,02-355-3822
위생등급제,봉평메밀막국수 &amp; 대관령가는길,서울특별시 은평구 응암로 263 105호 (응암동),02-387-8898
위생등급제,이가네설렁탕,서울특별시 은평구 진흥로 130 (녹번동),02-387-2246
안심마트,서서울농협하나로마트신사점,서울특별시 은평구 갈현로 34 (신사동지층),02-388-8925
먹을만큼적당히,울엄마,서울특별시 마포구 백범로25길 63 106호 (염리동 삼성래미안상가),02-714-1995
트랜스지방 안심제과점,파리바게뜨(창동한신),서울특별시 도봉구 도봉로110길 43 상가동 (창동),02-999-8203
위생등급제,뚱보냉면,서울특별시 도봉구 도봉로110길 51 지상23층,02-990-8063
트랜스지방 안심제과점,파리바게뜨 당고개점,서울특별시 노원구 덕릉로113길 4 (상계동),02-930-0609
위생등급제,천지천,서울특별시 노원구 상계로27길 7 (상계동 2층),02-938-3969
트랜스지방 안심제과점,뚜레쥬르 갈현시장점,서울특별시 은평구 통일로87길 18 1층 (갈현동),02-355-1455
위생등급제,능원식당,서울특별시 은평구 통일로89길 6-10 1층 (갈현동),02-352-5202
위생등급제,리미니,서울특별시 은평구 불광로 20 (대조동 NC백화점 BIF A-009010011012017),02-2085-5285
트랜스지방 안심제과점,파리바게뜨불광점,서울특별시 은평구 연서로 286 (불광동),02-831-4400
위생등급제,뽕잎냉면샤브샤브칼국수,서울특별시 은평구 은평로 205-1 1층 (녹번동),02-358-5866
위생등급제,북한산성 시골밥상,서울특별시 은평구 대서문길 31 (진관동외1필지(지상1층~2층)),02-387-1178
위생등급제,형재갈비,서울특별시 은평구 대서문길  24-11,02-353-5455
위생등급제,옛골토성,서울특별시 은평구 대서문길 45-7(외1필지 1층2층3층),02-385-3064
저염실천음식점,사조미가,서울특별시 서대문구 통일로 107-39 2층 (충정로2가),02-362-1500
위생등급제,맛의본가 토속촌,서울특별시 서대문구 연희로8길 5-3 (연희동(지상1층)),02-336-4180
위생등급제,석산,서울특별시 서대문구 홍제내길 124 (홍제동(지상2층)),02-395-9229
위생등급제,마포양지설렁탕,서울특별시 마포구 백범로36길 2 (공덕동1층),02-716-8602
위생등급제,소문난쭈꾸미마포본점,서울특별시 마포구 새창로2길 15 (도화동 1층),02-701-7362
위생등급제,성진설렁탕,서울특별시 마포구 마포대로11길  25-18 1층,02-714-7285
위생등급제,챠이니,서울특별시 강북구 한천로131길 36 (번동(지상2층)),02-907-2626
저염실천음식점,원할머니보쌈홍제역점,서울특별시 서대문구 통일로 426,02-732-5382
트랜스지방 안심제과점,파리바게뜨충암점,서울특별시 서대문구 가좌로 148 (홍은동),02-372-2559
위생등급제,명당횟집,서울특별시 서대문구 응암로 87 (북가좌동),02-362-2410
위생등급제,무사시,서울특별시 서대문구 신촌로 125 (창천동),02-363-5460
위생등급제,난향,서울특별시 서대문구 신촌로 67 지하1층,02-322-6900
채식메뉴음식점,장수국수,서울특별시 성북구 돌곶이로8길 51 (석관동),02-957-2595
트랜스지방 안심제과점,파리바게트(창동현대점),서울특별시 도봉구 도봉로136길 7 (창동 한독패밀리타운),02-907-8289
안심떡집,낙원떡방앗간,서울특별시 노원구 월계로49길 5 (월계동종합상가 1층 108호),02-995-0730
저염실천음식점,김명자 낙지마당,서울특별시 강북구 삼양로27길 80 (미아동),02-901-7622
안심식육판매소,삼호정육점,서울특별시 강북구 한천로144길 41,02-907-7707
위생등급제,대한족발,서울특별시 중랑구 사가정로51길 31 (면목동 1층),02-2209-2356
먹을만큼적당히,대웅갈비마당,서울특별시 중랑구 사가정로51길 35 (면목동),02-432-0320
위생등급제,등대횟집,서울특별시 노원구 동일로174길 7 (공릉동),02-974-5789
저염실천음식점,갯마을식당,서울특별시 도봉구 해등로3길 27 (창동),02-993-5454
저염실천음식점,명가순대국 만덕이가,서울특별시 노원구 동일로 1700 1층 101102103호 (상계동 1267번지 ),02-931-7141
위생등급제,명가순대국 만덕이가,서울특별시 노원구 동일로 1700 1층 101102103호 (상계동 1267번지 ),02-931-7141
위생등급제,주)탐라도,서울특별시 노원구 동일로  1101 하니빌딩 2층,02-972-0012
위생등급제,신주쿠돈까스,서울특별시 노원구 동일로 1414 (상계동롯데백화점노원점 9층),02-950-2967
위생등급제,먹보네쌈밥,서울특별시 노원구 동일로 1642 (상계동),02-908-3453
위생등급제,소문난감자탕,서울특별시 노원구 덕릉로  694,02-3391-9174
먹을만큼적당히,장미삼계탕,서울특별시 노원구 화랑로 449-10 1층 (공릉동),02-973-0232
위생등급제,오장식당,서울특별시 노원구 화랑로 469 (공릉동),02-971-6480
위생등급제,박대박부대찌개,서울특별시 노원구 노해로 517 (상계동),02-941-2525
위생등급제,보길도활어회,서울특별시 서대문구 북아현로 67-1 (북아현동),02-362-3833
위생등급제,푸드엠파이어 실크스파이스,서울특별시 서대문구 연세로 50 3층 (신촌동 세브란스병원본관),02-2227-8033
위생등급제,알렌관,서울특별시 서대문구 연세로 50 (신촌동 알렌관),02-2123-4101
건강음식점,영월(캠페인 참여),서울특별시 서대문구 연희로 81-21,02-323-4256
위생등급제,키즐리(kizzly),서울특별시 서대문구 연희로 81-5 (연희동4~5층),02-332-5442
위생등급제,후지산,서울특별시 서대문구 연희로 79 (연희동지상 34층),02-324-0191
위생등급제,홍박아구찜,서울특별시 마포구 마포대로7길 11 지층 (공덕동 용진빌딩),02-337-3066
위생등급제,무쇠솥부대찌개,서울특별시 마포구 마포대로8안길 18,02-3272-5749
위생등급제,향토곱창,서울특별시 노원구 동일로191길 10 (공릉동),02-972-3492
위생등급제,청학골,서울특별시 노원구 동일로192길 6 (공릉동),02-978-0055
트랜스지방 안심제과점,파리바게뜨 쌍문사거리점,서울특별시 도봉구 도봉로 517 (쌍문동),02-902-8204
위생등급제,애슐리방학홈플러스,서울특별시 도봉구 도봉로 678 지하1층 (방학동),02-956-1970
위생등급제,경복궁창동점(주)엔타스,서울특별시 도봉구 도봉로 610 (창동),02-992-6777
위생등급제,씨제이푸드빌(주) 빕스 창동점,서울특별시 도봉구 도봉로 526 (창동),02-904-1997
위생등급제,삿뽀로 창동점 (주)엔타스,서울특별시 도봉구 도봉로 610 2층 (창동),02-991-6777
저염실천음식점,장수옥설렁탕,서울특별시 도봉구 도봉로 805 (도봉동),02-3494-6980
저염실천음식점,설국,서울특별시 노원구 노원로 257 (하계동 인정빌딩 2층 201호),02-978-7900
위생등급제,신중국,서울특별시 노원구 섬밭로 258 (중계동),02-949-1887
위생등급제,남가네설악추어탕 한모둠순대국,서울특별시 노원구 수락산로 212 (상계동),02-933-1559
안심식육판매소,(주)GS리테일 상계점,서울특별시 노원구 한글비석로 530,02-948-6767
트랜스지방 안심제과점,민부곤과자점,서울특별시 노원구 한글비석로 474 157호 (상계동보람상가),02-931-0008
위생등급제,어원,서울특별시 노원구 한글비석로 254 대명프라자동 504 505호 (중계동),02-0938-9775
위생등급제,맛남굼터,서울특별시 강서구 강서로45가길 10 2층 (화곡동 3동),02-2699-6692
안심식육판매소,(주)농협유통 하나로클럽 목동점,서울특별시 양천구 목동동로 309 중소기업유통센터 지하1층,02-6678-9650
위생등급제,(주)스시로한국 목동점,서울특별시 양천구 목동동로 309 5층 (목동),02-6678-3015
위생등급제,북창동순두부,서울특별시 양천구 목동서로 349 (신정동 센트럴프라자203호),02-2650-8611
위생등급제,놀부부대찌개&amp;철판구이,서울특별시 양천구 목동서로 349 (신정동센트럴프라자 2층202호(목동서로 349)),02-2650-8774
위생등급제,진미옥설렁탕,서울특별시 양천구 목동서로 155 (목동목동파라곤상가B1층1호),02-2649-9240
위생등급제,한옥안동국시,서울특별시 양천구 목동서로 213 (목동세신빌딩 지하101호),02-2646-2648
트랜스지방 안심제과점,뚜레쥬르,서울특별시 양천구 목동중앙본로 123 (목동),02-2643-2276
먹을만큼적당히,이해림아구찜,서울특별시 양천구 신목로 42 (신정동),02-2651-6614
위생등급제,고기팜,서울특별시 양천구 신목로 26 (신정동 1층),02-2644-9233
위생등급제,채선당(신월점),서울특별시 양천구 신월로 120,02-2696-3101
위생등급제,손가네칼국수,서울특별시 양천구 오목로 205-2 (신정동1층),02-2631-4107
위생등급제,고래면옥,서울특별시 양천구 오목로 280 1층 (목동 목화빌딩),02-2049-9292
먹을만큼적당히,가진항,서울특별시 양천구 오목로56길 8 (목동),02-2061-3256
저염실천음식점,제주십육돈가,서울특별시 영등포구 여의대로 56 (여의도동),02-6290-8362
위생등급제,마산아구찜,서울특별시 영등포구 의사당대로 127 (여의도동롯데캐슬 엠파이어 지하1층10호),02-761-2858
위생등급제,어도,서울특별시 영등포구 의사당대로 127 (여의도동롯데캐슬엠파이어 지하1층 B-007호),02-785-0773
위생등급제,포몬스,서울특별시 영등포구 경인로 872 (영등포동1가지상1층),02-2679-6694
위생등급제,엉터리생고기,서울특별시 강서구 양천로18길 18 1층 (방화동 1동),02-2662-3668
저염실천음식점,양평신내서울해장국,서울특별시 강서구 국회대로7길 213 1층,02-2699-9876
위생등급제,오복할매순대국감자탕,서울특별시 영등포구 양산로 34 지상1층 (양평동1가),02-2671-7709
위생등급제,열빈,서울특별시 영등포구 양평로 126 (양평동5가 1층),02-2634-4888
저염실천음식점,칠미식당,서울특별시 영등포구 여의나루로 81 (여의도동),02-782-0185
위생등급제,신동양,서울특별시 영등포구 여의나루로 42 (여의도동종합상가),02-782-1754
위생등급제,해물로,서울특별시 영등포구 여의나루로 61 1 3호 (여의도동대유증권),02-782-0005
위생등급제,파라다이스S,서울특별시 영등포구 여의동로 252 (여의도동 한강둔치),02-8771-5359
위생등급제,(주)이랜드크루즈브리타니아호,서울특별시 영등포구 여의동로 290 (여의도동),02-3271-6900
안심식육판매소,월드한우마을,서울특별시 양천구 목동중앙본로1길 5 201동 지층 109호 (목동),02-3401-6251
위생등급제,주)드마루,서울특별시 강서구 강서로54길 42 2층 (등촌동 3동),02-2666-4990
위생등급제,자연별곡,서울특별시 강서구 강서로56길 17 9층 (등촌동 강서NC백화점),02-2667-9779
위생등급제,초가집,서울특별시 강서구 강서로5나길 50 1층 104106~107호 (화곡동 1동 일성스카이빌),02-2606-7747
위생등급제,궁원복집,서울특별시 구로구 가마산로 215 (구로동),02-867-0537
위생등급제,황소명가,서울특별시 구로구 디지털로 288 B127B128호 (구로동 대륭포스트타워 1차),02-2082-2959
위생등급제,타오,서울특별시 구로구 디지털로 288 (구로동 대륭포스트타워 1차 지하 124125126호),02-2082-2888
위생등급제,미미네 디큐브시티점,서울특별시 구로구 경인로 662 (신도림동 디큐브백화점5층 전문식당가),02-2211-0756
위생등급제,경복궁&amp;팬차이나 디큐브점(주)엔타스,서울특별시 구로구 경인로 662 (신도림동 신도림디큐브시티 판매동 6층),02-337-7758
위생등급제,Feast,서울특별시 구로구 경인로 662 디큐브시티 타워동,02-2211-1710
위생등급제,디큐브한식저잣거리 김밥코너,서울특별시 구로구 경인로 662 타워동 지2층 판매B201(일부)호 (신도림동 디큐브시티),02-2211-0739
위생등급제,디큐브한식저잣거리 전코너,서울특별시 구로구 경인로 662 타워동 지2층 판매B201(일부)호 (신도림동 디큐브시티),02-2211-0739
위생등급제,비프600,서울특별시 구로구 경인로 281 (개봉동),02-2689-9233
트랜스지방 안심제과점,파리바게트오류역점,서울특별시 구로구 경인로 203-2 1층 (오류동),02-859-3626
위생등급제,춘천통통닭갈비,서울특별시 구로구 경서로  12,02-2687-3757
건강음식점,바다향,서울특별시 양천구 은행정로2길 5 1층,02-2645-0535
위생등급제,바다향,서울특별시 양천구 은행정로2길 5 (신정동),02-2645-0535
위생등급제,낙지세상,서울특별시 영등포구 양평로12길 7 1층 (당산동6가),02-2634-3111
위생등급제,상하이몽,서울특별시 영등포구 양평로14길 13 (양평동4가),02-2633-0096
위생등급제,등촌칼국수,서울특별시 구로구 구로중앙로 57 (구로동),02-857-2000
위생등급제,아웃백 스테이크하우스 구로애경점,서울특별시 구로구 구로중앙로 152 (구로동애경백화점 1층),02-3019-7135
위생등급제,두리 순두부,서울특별시 구로구 새말로 97 10층 062호 (구로동 신도림테크노마트),02-2111-8889
위생등급제,솔밭사이로,서울특별시 구로구 새말로 97 (구로동신도림테크노마트 10층 100동 61호),02-2111-8859
위생등급제,쌈밥,서울특별시 구로구 새말로  97,02-2111-8801
위생등급제,미스터순두부,서울특별시 구로구 새말로 97 지하1층 S024호 (구로동 신도림테크노마트),02-3424-1441
위생등급제,카페베네 신도림TM점,서울특별시 구로구 새말로 97 (구로동 테크노마트 1층 004005006호),02-868-9911
위생등급제,왕뼈 감자탕,서울특별시 구로구 새말로 97 신도림테크노마트 100동 10층,02-2111-8119
위생등급제,보리네생고깃간 신도림점,서울특별시 구로구 신도림로 2 2층 (신도림동 엘림빌딩),02-745-5525
위생등급제,에벤에이치할리스,서울특별시 영등포구 경인로 847 (영등포동3가 1~2층),02-2631-2574
위생등급제,터치더스카이,서울특별시 영등포구 63로 50 (여의도동),02-789-5761
위생등급제,백리향,서울특별시 영등포구 63로 50 (여의도동),02-789-5764
위생등급제,구마산,서울특별시 영등포구 국제금융로 70 (여의도동미원빌딩211212호),02-783-3269
위생등급제,사리원,서울특별시 영등포구 국제금융로 10 지하3층 307호 (여의도동 아이에프씨몰),02-6137-5101
위생등급제,어니스트키친서울국제금융센터점,서울특별시 영등포구 국제금융로 10 지하3층 342호 (여의도동 아이에프씨몰),02-6137-5400
트랜스지방 안심제과점,유성용베이커리,서울특별시 영등포구 당산로 132 (당산동3가),02-677-9330
위생등급제,압구정샤브샤브,서울특별시 서대문구 연대동문길 26 (대신동),02-393-2205
저염실천음식점,동강참치,서울특별시 서대문구 연세로2다길  60,02-362-4355
안심마트,롯데쇼핑(주) 롯데슈퍼 개화산점,서울특별시 강서구 양천로6길 15 (방화동),02-2666-4500
트랜스지방 안심제과점,뚜레쥬르(선유도역점),서울특별시 영등포구 양평로22길 4 (양평동4가),02-2631-4026
위생등급제,동보성,서울특별시 마포구 양화로19길 16 (동교동 1층),02-337-5959
위생등급제,최대포,서울특별시 금천구 독산로108길 15 (독산동1층 (독산동길192)),02-864-7611
저염실천음식점,착한고기(영등포 당산점),서울특별시 영등포구 버드나루로 128 (당산동지상1층),02-2672-6006
위생등급제,조마루해장국,서울특별시 서대문구 연세로5가길 20 (창천동),02-3141-2929
건강음식점,김뿌라,서울특별시 영등포구 선유동2로 73 (양평동4가 외1필지 지상2층(일부)),02-2633-5569
위생등급제,원할머니보쌈,서울특별시 영등포구 신길로 158-1 (신길동지상1층),02-841-5353
위생등급제,썬프라자부페(태양외식산업),서울특별시 영등포구 신길로 41 (대림동),02-835-4000
위생등급제,무한닭갈비,서울특별시 영등포구 신길로 41 (대림동 2층 일부),02-835-3213
위생등급제,제주바당,서울특별시 양천구 신목로14길 6-1 (신정동1층101호),02-2642-4604
위생등급제,한다라꽃게아구전문점,서울특별시 구로구 개봉로20길 30 (개봉동),02-2682-5655
위생등급제,만선횟집,서울특별시 구로구 개봉로2길 69 (개봉동),02-2616-0042
위생등급제,오류회관,서울특별시 구로구 경인로20길 10 (오류동),02-2613-5231
위생등급제,아웃백스테이크하우스 공항점,서울특별시 강서구 공항대로 297 1~3층 (등촌동 3동),02-3661-1101
채식메뉴음식점,씨제이푸드빌(주)빕스등촌점,서울특별시 강서구 공항대로 311 23층 (등촌동 3동),02-3661-1997
위생등급제,청산별곡,서울특별시 강서구 공항대로 290 2층 (내발산동 우장산동),02-3664-9599
위생등급제,(주)스시로한국,서울특별시 강서구 공항대로 282 2층 (내발산동 현웅빌딩),02-2278-7715
위생등급제,美(미)샤브샤브,서울특별시 강서구 공항대로 18-1 12층 (공항동 이스카이오피스텔),02-2664-5000
먹을만큼적당히,소담한 뚝배기,서울특별시 강서구 초원로14길 28-2 1층 (방화동 1동),02-2664-8389
위생등급제,김포맛집강원막국수,서울특별시 마포구 독막로 17 (합정동 12층),02-337-0315
위생등급제,상암이앤앰센터 푸드온에어,서울특별시 마포구 상암산로 66 지하1층 (상암동 CJ E&amp;M센터),02-371-5557
채식메뉴음식점,비비고상암점,서울특별시 마포구 상암산로 66 (상암동 CJ E&amp;M센터 지하1층),02-6740-4300
위생등급제,황제부대찌개,서울특별시 마포구 성암로 330 B106호 (상암동),02-3153-7227
저염실천음식점,명가이바지감자탕,서울특별시 강서구 가로공원로 202 1층 (화곡동 1동),02-2605-2205
위생등급제,예담골남원추어탕,서울특별시 강서구 곰달래로 256 1층 (화곡동 4동 노엘빌딩),02-2646-8002
먹을만큼적당히,대박감자탕,서울특별시 강서구 곰달래로 255 1층 (화곡동 4동),02-2642-0555
위생등급제,나들목촌 주식회사,서울특별시 강서구 등촌로 57 1~3층 (화곡동 4동),02-858-8592
저염실천음식점,함흥본가,서울특별시 강서구 화곡로 416 1층 (등촌동 1동 경기산업주식회사),02-3662-1556
위생등급제,함흥본가,서울특별시 강서구 화곡로 416 1층 (등촌동 1동 경기산업주식회사),02-3662-1556
위생등급제,(주)공영식품 멘타로 강서점,서울특별시 강서구 화곡로 398 4층 (등촌동 1동 홈플러스강서점),02-3665-2216
위생등급제,포베이 강서점,서울특별시 강서구 화곡로 398 4층 (등촌동 1동 홈플러스강서점),02-3663-0887
먹을만큼적당히,명가원설농탕,서울특별시 강서구 화곡로 283 1~2층 (화곡동 6동),02-2696-3344
위생등급제,신선설농탕(화곡역점),서울특별시 강서구 화곡로 148 1층 (화곡동 1동),02-2693-1600
위생등급제,놀부부대찌개&amp;보쌈,서울특별시 강서구 강서로 242 상가동 2층 211 212호 (화곡동 3동 강서힐스테이트 상가동),02-2699-5484
트랜스지방 안심제과점,뚜레쥬르 우장산역점,서울특별시 강서구 강서로 254 (화곡동우장산아이파크이편한세상 상가동 116117호),02-2691-7988
위생등급제,옥천집,서울특별시 양천구 목동로21길 4 (신정동 1층),02-2695-4554
위생등급제,매드포갈릭 롯데몰김포공항점,서울특별시 강서구 하늘길 38 지하 1층 (방화동 2동 김포공항 스카이파크),02-6116-5370
